,PassengerId,Superviviente,Clase,Nombre,Sexo,Edad,SibSp,Parch,Ticket,Precio pasaje,Puerta de embarque,Rango_Edad,Titulos
203,204,Muertos,Tercera,"Youseff, Mr. Gerious",Hombre,45,0,0,2628,7.225,Cherbourg,Adultos, Mr
204,205,Vivos,Tercera,"Cohen, Mr. Gurshon ""Gus""",Hombre,18,0,0,A/5 3540,8.05,Southamptom,Adultos, Mr
205,206,Muertos,Tercera,"Strom, Miss. Telma Matilda",Mujer,2,0,1,347054,10.4625,Southamptom,Jóvenes, Miss
206,207,Muertos,Tercera,"Backstrom, Mr. Karl Alfred",Hombre,32,1,0,3101278,15.85,Southamptom,Adultos, Mr
207,208,Vivos,Tercera,"Albimona, Mr. Nassef Cassem",Hombre,26,0,0,2699,18.7875,Cherbourg,Adultos, Mr
208,209,Vivos,Tercera,"Carr, Miss. Helen ""Ellen""",Mujer,16,0,0,367231,7.75,Queenstown,Jóvenes, Miss
209,210,Vivos,Primera,"Blank, Mr. Henry",Hombre,40,0,0,112277,31.0,Cherbourg,Adultos, Mr
210,211,Muertos,Tercera,"Ali, Mr. Ahmed",Hombre,24,0,0,SOTON/O.Q. 3101311,7.05,Southamptom,Adultos, Mr
211,212,Vivos,Segunda,"Cameron, Miss. Clear Annie",Mujer,35,0,0,F.C.C. 13528,21.0,Southamptom,Adultos, Miss
212,213,Muertos,Tercera,"Perkin, Mr. John Henry",Hombre,22,0,0,A/5 21174,7.25,Southamptom,Adultos, Mr
213,214,Muertos,Segunda,"Givard, Mr. Hans Kristensen",Hombre,30,0,0,250646,13.0,Southamptom,Adultos, Mr
214,215,Muertos,Tercera,"Kiernan, Mr. Philip",Hombre,29,1,0,367229,7.75,Queenstown,Adultos, Mr
215,216,Vivos,Primera,"Newell, Miss. Madeleine",Mujer,31,1,0,35273,113.275,Cherbourg,Adultos, Miss
216,217,Vivos,Tercera,"Honkanen, Miss. Eliina",Mujer,27,0,0,STON/O2. 3101283,7.925,Southamptom,Adultos, Miss
217,218,Muertos,Segunda,"Jacobsohn, Mr. Sidney Samuel",Hombre,42,1,0,243847,27.0,Southamptom,Adultos, Mr
218,219,Vivos,Primera,"Bazzani, Miss. Albina",Mujer,32,0,0,11813,76.2917,Cherbourg,Adultos, Miss
219,220,Muertos,Segunda,"Harris, Mr. Walter",Hombre,30,0,0,W/C 14208,10.5,Southamptom,Adultos, Mr
220,221,Vivos,Tercera,"Sunderland, Mr. Victor Francis",Hombre,16,0,0,SOTON/OQ 392089,8.05,Southamptom,Jóvenes, Mr
221,222,Muertos,Segunda,"Bracken, Mr. James H",Hombre,27,0,0,220367,13.0,Southamptom,Adultos, Mr
222,223,Muertos,Tercera,"Green, Mr. George Henry",Hombre,51,0,0,21440,8.05,Southamptom,Mayores, Mr
223,224,Muertos,Tercera,"Nenkoff, Mr. Christo",Hombre,29,0,0,349234,7.8958,Southamptom,Adultos, Mr
224,225,Vivos,Primera,"Hoyt, Mr. Frederick Maxfield",Hombre,38,1,0,19943,90.0,Southamptom,Adultos, Mr
225,226,Muertos,Tercera,"Berglund, Mr. Karl Ivar Sven",Hombre,22,0,0,PP 4348,9.35,Southamptom,Adultos, Mr
226,227,Vivos,Segunda,"Mellors, Mr. William John",Hombre,19,0,0,SW/PP 751,10.5,Southamptom,Adultos, Mr
227,228,Muertos,Tercera,"Lovell, Mr. John Hall (""Henry"")",Hombre,20,0,0,A/5 21173,7.25,Southamptom,Adultos, Mr
228,229,Muertos,Segunda,"Fahlstrom, Mr. Arne Jonas",Hombre,18,0,0,236171,13.0,Southamptom,Adultos, Mr
229,230,Muertos,Tercera,"Lefebre, Miss. Mathilde",Mujer,29,3,1,4133,25.4667,Southamptom,Adultos, Miss
230,231,Vivos,Primera,"Harris, Mrs. Henry Birkhardt (Irene Wallach)",Mujer,35,1,0,36973,83.475,Southamptom,Adultos, Mrs
231,232,Muertos,Tercera,"Larsson, Mr. Bengt Edvin",Hombre,29,0,0,347067,7.775,Southamptom,Adultos, Mr
232,233,Muertos,Segunda,"Sjostedt, Mr. Ernst Adolf",Hombre,59,0,0,237442,13.5,Southamptom,Mayores, Mr
233,234,Vivos,Tercera,"Asplund, Miss. Lillian Gertrud",Mujer,5,4,2,347077,31.3875,Southamptom,Jóvenes, Miss
234,235,Muertos,Segunda,"Leyson, Mr. Robert William Norman",Hombre,24,0,0,C.A. 29566,10.5,Southamptom,Adultos, Mr
235,236,Muertos,Tercera,"Harknett, Miss. Alice Phoebe",Mujer,29,0,0,W./C. 6609,7.55,Southamptom,Adultos, Miss
236,237,Muertos,Segunda,"Hold, Mr. Stephen",Hombre,44,1,0,26707,26.0,Southamptom,Adultos, Mr
237,238,Vivos,Segunda,"Collyer, Miss. Marjorie ""Lottie""",Mujer,8,0,2,C.A. 31921,26.25,Southamptom,Jóvenes, Miss
238,239,Muertos,Segunda,"Pengelly, Mr. Frederick William",Hombre,19,0,0,28665,10.5,Southamptom,Adultos, Mr
239,240,Muertos,Segunda,"Hunt, Mr. George Henry",Hombre,33,0,0,SCO/W 1585,12.275,Southamptom,Adultos, Mr
240,241,Muertos,Tercera,"Zabour, Miss. Thamine",Mujer,29,1,0,2665,14.4542,Cherbourg,Adultos, Miss
241,242,Vivos,Tercera,"Murphy, Miss. Katherine ""Kate""",Mujer,29,1,0,367230,15.5,Queenstown,Adultos, Miss
242,243,Muertos,Segunda,"Coleridge, Mr. Reginald Charles",Hombre,29,0,0,W./C. 14263,10.5,Southamptom,Adultos, Mr
243,244,Muertos,Tercera,"Maenpaa, Mr. Matti Alexanteri",Hombre,22,0,0,STON/O 2. 3101275,7.125,Southamptom,Adultos, Mr
244,245,Muertos,Tercera,"Attalah, Mr. Sleiman",Hombre,30,0,0,2694,7.225,Cherbourg,Adultos, Mr
245,246,Muertos,Primera,"Minahan, Dr. William Edward",Hombre,44,2,0,19928,90.0,Queenstown,Adultos, Dr
246,247,Muertos,Tercera,"Lindahl, Miss. Agda Thorilda Viktoria",Mujer,25,0,0,347071,7.775,Southamptom,Adultos, Miss
247,248,Vivos,Segunda,"Hamalainen, Mrs. William (Anna)",Mujer,24,0,2,250649,14.5,Southamptom,Adultos, Mrs
248,249,Vivos,Primera,"Beckwith, Mr. Richard Leonard",Hombre,37,1,1,11751,52.5542,Southamptom,Adultos, Mr
249,250,Muertos,Segunda,"Carter, Rev. Ernest Courtenay",Hombre,54,1,0,244252,26.0,Southamptom,Mayores, Rev
250,251,Muertos,Tercera,"Reed, Mr. James George",Hombre,29,0,0,362316,7.25,Southamptom,Adultos, Mr
251,252,Muertos,Tercera,"Strom, Mrs. Wilhelm (Elna Matilda Persson)",Mujer,29,1,1,347054,10.4625,Southamptom,Adultos, Mrs
252,253,Muertos,Primera,"Stead, Mr. William Thomas",Hombre,62,0,0,113514,26.55,Southamptom,Mayores, Mr
253,254,Muertos,Tercera,"Lobb, Mr. William Arthur",Hombre,30,1,0,A/5. 3336,16.1,Southamptom,Adultos, Mr
254,255,Muertos,Tercera,"Rosblom, Mrs. Viktor (Helena Wilhelmina)",Mujer,41,0,2,370129,20.2125,Southamptom,Adultos, Mrs
255,256,Vivos,Tercera,"Touma, Mrs. Darwis (Hanne Youssef Razi)",Mujer,29,0,2,2650,15.2458,Cherbourg,Adultos, Mrs
256,257,Vivos,Primera,"Thorne, Mrs. Gertrude Maybelle",Mujer,29,0,0,PC 17585,79.2,Cherbourg,Adultos, Mrs
257,258,Vivos,Primera,"Cherry, Miss. Gladys",Mujer,30,0,0,110152,86.5,Southamptom,Adultos, Miss
258,259,Vivos,Primera,"Ward, Miss. Anna",Mujer,35,0,0,PC 17755,512.3292,Cherbourg,Adultos, Miss
259,260,Vivos,Segunda,"Parrish, Mrs. (Lutie Davis)",Mujer,50,0,1,230433,26.0,Southamptom,Adultos, Mrs
260,261,Muertos,Tercera,"Smith, Mr. Thomas",Hombre,29,0,0,384461,7.75,Queenstown,Adultos, Mr
261,262,Vivos,Tercera,"Asplund, Master. Edvin Rojj Felix",Hombre,3,4,2,347077,31.3875,Southamptom,Jóvenes, Master
262,263,Muertos,Primera,"Taussig, Mr. Emil",Hombre,52,1,1,110413,79.65,Southamptom,Mayores, Mr
263,264,Muertos,Primera,"Harrison, Mr. William",Hombre,40,0,0,112059,0.0,Southamptom,Adultos, Mr
264,265,Muertos,Tercera,"Henry, Miss. Delia",Mujer,29,0,0,382649,7.75,Queenstown,Adultos, Miss
265,266,Muertos,Segunda,"Reeves, Mr. David",Hombre,36,0,0,C.A. 17248,10.5,Southamptom,Adultos, Mr
266,267,Muertos,Tercera,"Panula, Mr. Ernesti Arvid",Hombre,16,4,1,3101295,39.6875,Southamptom,Jóvenes, Mr
267,268,Vivos,Tercera,"Persson, Mr. Ernst Ulrik",Hombre,25,1,0,347083,7.775,Southamptom,Adultos, Mr
268,269,Vivos,Primera,"Graham, Mrs. William Thompson (Edith Junkins)",Mujer,58,0,1,PC 17582,153.4625,Southamptom,Mayores, Mrs
269,270,Vivos,Primera,"Bissette, Miss. Amelia",Mujer,35,0,0,PC 17760,135.6333,Southamptom,Adultos, Miss
270,271,Muertos,Primera,"Cairns, Mr. Alexander",Hombre,29,0,0,113798,31.0,Southamptom,Adultos, Mr
271,272,Vivos,Tercera,"Tornquist, Mr. William Henry",Hombre,25,0,0,LINE,0.0,Southamptom,Adultos, Mr
272,273,Vivos,Segunda,"Mellinger, Mrs. (Elizabeth Anne Maidment)",Mujer,41,0,1,250644,19.5,Southamptom,Adultos, Mrs
273,274,Muertos,Primera,"Natsch, Mr. Charles H",Hombre,37,0,1,PC 17596,29.7,Cherbourg,Adultos, Mr
274,275,Vivos,Tercera,"Healy, Miss. Hanora ""Nora""",Mujer,29,0,0,370375,7.75,Queenstown,Adultos, Miss
275,276,Vivos,Primera,"Andrews, Miss. Kornelia Theodosia",Mujer,63,1,0,13502,77.9583,Southamptom,Mayores, Miss
276,277,Muertos,Tercera,"Lindblom, Miss. Augusta Charlotta",Mujer,45,0,0,347073,7.75,Southamptom,Adultos, Miss
277,278,Muertos,Segunda,"Parkes, Mr. Francis ""Frank""",Hombre,29,0,0,239853,0.0,Southamptom,Adultos, Mr
278,279,Muertos,Tercera,"Rice, Master. Eric",Hombre,7,4,1,382652,29.125,Queenstown,Jóvenes, Master
279,280,Vivos,Tercera,"Abbott, Mrs. Stanton (Rosa Hunt)",Mujer,35,1,1,C.A. 2673,20.25,Southamptom,Adultos, Mrs
280,281,Muertos,Tercera,"Duane, Mr. Frank",Hombre,65,0,0,336439,7.75,Queenstown,Mayores, Mr
281,282,Muertos,Tercera,"Olsson, Mr. Nils Johan Goransson",Hombre,28,0,0,347464,7.8542,Southamptom,Adultos, Mr
282,283,Muertos,Tercera,"de Pelsmaeker, Mr. Alfons",Hombre,16,0,0,345778,9.5,Southamptom,Jóvenes, Mr
283,284,Vivos,Tercera,"Dorking, Mr. Edward Arthur",Hombre,19,0,0,A/5. 10482,8.05,Southamptom,Adultos, Mr
284,285,Muertos,Primera,"Smith, Mr. Richard William",Hombre,29,0,0,113056,26.0,Southamptom,Adultos, Mr
285,286,Muertos,Tercera,"Stankovic, Mr. Ivan",Hombre,33,0,0,349239,8.6625,Cherbourg,Adultos, Mr
286,287,Vivos,Tercera,"de Mulder, Mr. Theodore",Hombre,30,0,0,345774,9.5,Southamptom,Adultos, Mr
287,288,Muertos,Tercera,"Naidenoff, Mr. Penko",Hombre,22,0,0,349206,7.8958,Southamptom,Adultos, Mr
288,289,Vivos,Segunda,"Hosono, Mr. Masabumi",Hombre,42,0,0,237798,13.0,Southamptom,Adultos, Mr
289,290,Vivos,Tercera,"Connolly, Miss. Kate",Mujer,22,0,0,370373,7.75,Queenstown,Adultos, Miss
290,291,Vivos,Primera,"Barber, Miss. Ellen ""Nellie""",Mujer,26,0,0,19877,78.85,Southamptom,Adultos, Miss
291,292,Vivos,Primera,"Bishop, Mrs. Dickinson H (Helen Walton)",Mujer,19,1,0,11967,91.0792,Cherbourg,Adultos, Mrs
292,293,Muertos,Segunda,"Levy, Mr. Rene Jacques",Hombre,36,0,0,SC/Paris 2163,12.875,Cherbourg,Adultos, Mr
293,294,Muertos,Tercera,"Haas, Miss. Aloisia",Mujer,24,0,0,349236,8.85,Southamptom,Adultos, Miss
294,295,Muertos,Tercera,"Mineff, Mr. Ivan",Hombre,24,0,0,349233,7.8958,Southamptom,Adultos, Mr
295,296,Muertos,Primera,"Lewy, Mr. Ervin G",Hombre,29,0,0,PC 17612,27.7208,Cherbourg,Adultos, Mr
296,297,Muertos,Tercera,"Hanna, Mr. Mansour",Hombre,23,0,0,2693,7.2292,Cherbourg,Adultos, Mr
297,298,Muertos,Primera,"Allison, Miss. Helen Loraine",Mujer,2,1,2,113781,151.55,Southamptom,Jóvenes, Miss
298,299,Vivos,Primera,"Saalfeld, Mr. Adolphe",Hombre,29,0,0,19988,30.5,Southamptom,Adultos, Mr
299,300,Vivos,Primera,"Baxter, Mrs. James (Helene DeLaudeniere Chaput)",Mujer,50,0,1,PC 17558,247.5208,Cherbourg,Adultos, Mrs
300,301,Vivos,Tercera,"Kelly, Miss. Anna Katherine ""Annie Kate""",Mujer,29,0,0,9234,7.75,Queenstown,Adultos, Miss
301,302,Vivos,Tercera,"McCoy, Mr. Bernard",Hombre,29,2,0,367226,23.25,Queenstown,Adultos, Mr
302,303,Muertos,Tercera,"Johnson, Mr. William Cahoone Jr",Hombre,19,0,0,LINE,0.0,Southamptom,Adultos, Mr
303,304,Vivos,Segunda,"Keane, Miss. Nora A",Mujer,29,0,0,226593,12.35,Queenstown,Adultos, Miss
304,305,Muertos,Tercera,"Williams, Mr. Howard Hugh ""Harry""",Hombre,29,0,0,A/5 2466,8.05,Southamptom,Adultos, Mr
305,306,Vivos,Primera,"Allison, Master. Hudson Trevor",Hombre,0,1,2,113781,151.55,Southamptom,, Master
306,307,Vivos,Primera,"Fleming, Miss. Margaret",Mujer,29,0,0,17421,110.8833,Cherbourg,Adultos, Miss
307,308,Vivos,Primera,"Penasco y Castellana, Mrs. Victor de Satode (Maria Josefa Perez de Soto y Vallejo)",Mujer,17,1,0,PC 17758,108.9,Cherbourg,Adultos, Mrs
308,309,Muertos,Segunda,"Abelson, Mr. Samuel",Hombre,30,1,0,P/PP 3381,24.0,Cherbourg,Adultos, Mr
309,310,Vivos,Primera,"Francatelli, Miss. Laura Mabel",Mujer,30,0,0,PC 17485,56.9292,Cherbourg,Adultos, Miss
310,311,Vivos,Primera,"Hays, Miss. Margaret Bechstein",Mujer,24,0,0,11767,83.1583,Cherbourg,Adultos, Miss
311,312,Vivos,Primera,"Ryerson, Miss. Emily Borie",Mujer,18,2,2,PC 17608,262.375,Cherbourg,Adultos, Miss
312,313,Muertos,Segunda,"Lahtinen, Mrs. William (Anna Sylfven)",Mujer,26,1,1,250651,26.0,Southamptom,Adultos, Mrs
313,314,Muertos,Tercera,"Hendekovic, Mr. Ignjac",Hombre,28,0,0,349243,7.8958,Southamptom,Adultos, Mr
314,315,Muertos,Segunda,"Hart, Mr. Benjamin",Hombre,43,1,1,F.C.C. 13529,26.25,Southamptom,Adultos, Mr
315,316,Vivos,Tercera,"Nilsson, Miss. Helmina Josefina",Mujer,26,0,0,347470,7.8542,Southamptom,Adultos, Miss
316,317,Vivos,Segunda,"Kantor, Mrs. Sinai (Miriam Sternin)",Mujer,24,1,0,244367,26.0,Southamptom,Adultos, Mrs
317,318,Muertos,Segunda,"Moraweck, Dr. Ernest",Hombre,54,0,0,29011,14.0,Southamptom,Mayores, Dr
318,319,Vivos,Primera,"Wick, Miss. Mary Natalie",Mujer,31,0,2,36928,164.8667,Southamptom,Adultos, Miss
319,320,Vivos,Primera,"Spedden, Mrs. Frederic Oakley (Margaretta Corning Stone)",Mujer,40,1,1,16966,134.5,Cherbourg,Adultos, Mrs
320,321,Muertos,Tercera,"Dennis, Mr. Samuel",Hombre,22,0,0,A/5 21172,7.25,Southamptom,Adultos, Mr
321,322,Muertos,Tercera,"Danoff, Mr. Yoto",Hombre,27,0,0,349219,7.8958,Southamptom,Adultos, Mr
322,323,Vivos,Segunda,"Slayter, Miss. Hilda Mary",Mujer,30,0,0,234818,12.35,Queenstown,Adultos, Miss
323,324,Vivos,Segunda,"Caldwell, Mrs. Albert Francis (Sylvia Mae Harbaugh)",Mujer,22,1,1,248738,29.0,Southamptom,Adultos, Mrs
324,325,Muertos,Tercera,"Sage, Mr. George John Jr",Hombre,29,8,2,CA. 2343,69.55,Southamptom,Adultos, Mr
325,326,Vivos,Primera,"Young, Miss. Marie Grice",Mujer,36,0,0,PC 17760,135.6333,Cherbourg,Adultos, Miss
326,327,Muertos,Tercera,"Nysveen, Mr. Johan Hansen",Hombre,61,0,0,345364,6.2375,Southamptom,Mayores, Mr
327,328,Vivos,Segunda,"Ball, Mrs. (Ada E Hall)",Mujer,36,0,0,28551,13.0,Southamptom,Adultos, Mrs
328,329,Vivos,Tercera,"Goldsmith, Mrs. Frank John (Emily Alice Brown)",Mujer,31,1,1,363291,20.525,Southamptom,Adultos, Mrs
329,330,Vivos,Primera,"Hippach, Miss. Jean Gertrude",Mujer,16,0,1,111361,57.9792,Cherbourg,Jóvenes, Miss
330,331,Vivos,Tercera,"McCoy, Miss. Agnes",Mujer,29,2,0,367226,23.25,Queenstown,Adultos, Miss
331,332,Muertos,Primera,"Partner, Mr. Austen",Hombre,45,0,0,113043,28.5,Southamptom,Adultos, Mr
332,333,Muertos,Primera,"Graham, Mr. George Edward",Hombre,38,0,1,PC 17582,153.4625,Southamptom,Adultos, Mr
333,334,Muertos,Tercera,"Vander Planke, Mr. Leo Edmondus",Hombre,16,2,0,345764,18.0,Southamptom,Jóvenes, Mr
334,335,Vivos,Primera,"Frauenthal, Mrs. Henry William (Clara Heinsheimer)",Mujer,29,1,0,PC 17611,133.65,Southamptom,Adultos, Mrs
335,336,Muertos,Tercera,"Denkoff, Mr. Mitto",Hombre,29,0,0,349225,7.8958,Southamptom,Adultos, Mr
336,337,Muertos,Primera,"Pears, Mr. Thomas Clinton",Hombre,29,1,0,113776,66.6,Southamptom,Adultos, Mr
337,338,Vivos,Primera,"Burns, Miss. Elizabeth Margaret",Mujer,41,0,0,16966,134.5,Cherbourg,Adultos, Miss
338,339,Vivos,Tercera,"Dahl, Mr. Karl Edwart",Hombre,45,0,0,7598,8.05,Southamptom,Adultos, Mr
339,340,Muertos,Primera,"Blackwell, Mr. Stephen Weart",Hombre,45,0,0,113784,35.5,Southamptom,Adultos, Mr
340,341,Vivos,Segunda,"Navratil, Master. Edmond Roger",Hombre,2,1,1,230080,26.0,Southamptom,Jóvenes, Master
341,342,Vivos,Primera,"Fortune, Miss. Alice Elizabeth",Mujer,24,3,2,19950,263.0,Southamptom,Adultos, Miss
342,343,Muertos,Segunda,"Collander, Mr. Erik Gustaf",Hombre,28,0,0,248740,13.0,Southamptom,Adultos, Mr
343,344,Muertos,Segunda,"Sedgwick, Mr. Charles Frederick Waddington",Hombre,25,0,0,244361,13.0,Southamptom,Adultos, Mr
344,345,Muertos,Segunda,"Fox, Mr. Stanley Hubert",Hombre,36,0,0,229236,13.0,Southamptom,Adultos, Mr
345,346,Vivos,Segunda,"Brown, Miss. Amelia ""Mildred""",Mujer,24,0,0,248733,13.0,Southamptom,Adultos, Miss
346,347,Vivos,Segunda,"Smith, Miss. Marion Elsie",Mujer,40,0,0,31418,13.0,Southamptom,Adultos, Miss
347,348,Vivos,Tercera,"Davison, Mrs. Thomas Henry (Mary E Finck)",Mujer,29,1,0,386525,16.1,Southamptom,Adultos, Mrs
348,349,Vivos,Tercera,"Coutts, Master. William Loch ""William""",Hombre,3,1,1,C.A. 37671,15.9,Southamptom,Jóvenes, Master
349,350,Muertos,Tercera,"Dimic, Mr. Jovan",Hombre,42,0,0,315088,8.6625,Southamptom,Adultos, Mr
350,351,Muertos,Tercera,"Odahl, Mr. Nils Martin",Hombre,23,0,0,7267,9.225,Southamptom,Adultos, Mr
351,352,Muertos,Primera,"Williams-Lambert, Mr. Fletcher Fellows",Hombre,29,0,0,113510,35.0,Southamptom,Adultos, Mr
352,353,Muertos,Tercera,"Elias, Mr. Tannous",Hombre,15,1,1,2695,7.2292,Cherbourg,Jóvenes, Mr
353,354,Muertos,Tercera,"Arnold-Franchi, Mr. Josef",Hombre,25,1,0,349237,17.8,Southamptom,Adultos, Mr
354,355,Muertos,Tercera,"Yousif, Mr. Wazli",Hombre,29,0,0,2647,7.225,Cherbourg,Adultos, Mr
355,356,Muertos,Tercera,"Vanden Steen, Mr. Leo Peter",Hombre,28,0,0,345783,9.5,Southamptom,Adultos, Mr
356,357,Vivos,Primera,"Bowerman, Miss. Elsie Edith",Mujer,22,0,1,113505,55.0,Southamptom,Adultos, Miss
357,358,Muertos,Segunda,"Funk, Miss. Annie Clemmer",Mujer,38,0,0,237671,13.0,Southamptom,Adultos, Miss
358,359,Vivos,Tercera,"McGovern, Miss. Mary",Mujer,29,0,0,330931,7.8792,Queenstown,Adultos, Miss
359,360,Vivos,Tercera,"Mockler, Miss. Helen Mary ""Ellie""",Mujer,29,0,0,330980,7.8792,Queenstown,Adultos, Miss
360,361,Muertos,Tercera,"Skoog, Mr. Wilhelm",Hombre,40,1,4,347088,27.9,Southamptom,Adultos, Mr
361,362,Muertos,Segunda,"del Carlo, Mr. Sebastiano",Hombre,29,1,0,SC/PARIS 2167,27.7208,Cherbourg,Adultos, Mr
362,363,Muertos,Tercera,"Barbara, Mrs. (Catherine David)",Mujer,45,0,1,2691,14.4542,Cherbourg,Adultos, Mrs
363,364,Muertos,Tercera,"Asim, Mr. Adola",Hombre,35,0,0,SOTON/O.Q. 3101310,7.05,Southamptom,Adultos, Mr
364,365,Muertos,Tercera,"O'Brien, Mr. Thomas",Hombre,29,1,0,370365,15.5,Queenstown,Adultos, Mr
365,366,Muertos,Tercera,"Adahl, Mr. Mauritz Nils Martin",Hombre,30,0,0,C 7076,7.25,Southamptom,Adultos, Mr
366,367,Vivos,Primera,"Warren, Mrs. Frank Manley (Anna Sophia Atkinson)",Mujer,60,1,0,110813,75.25,Cherbourg,Mayores, Mrs
367,368,Vivos,Tercera,"Moussa, Mrs. (Mantoura Boulos)",Mujer,29,0,0,2626,7.2292,Cherbourg,Adultos, Mrs
368,369,Vivos,Tercera,"Jermyn, Miss. Annie",Mujer,29,0,0,14313,7.75,Queenstown,Adultos, Miss
369,370,Vivos,Primera,"Aubart, Mme. Leontine Pauline",Mujer,24,0,0,PC 17477,69.3,Cherbourg,Adultos, Mme
370,371,Vivos,Primera,"Harder, Mr. George Achilles",Hombre,25,1,0,11765,55.4417,Cherbourg,Adultos, Mr
371,372,Muertos,Tercera,"Wiklund, Mr. Jakob Alfred",Hombre,18,1,0,3101267,6.4958,Southamptom,Adultos, Mr
372,373,Muertos,Tercera,"Beavan, Mr. William Thomas",Hombre,19,0,0,323951,8.05,Southamptom,Adultos, Mr
373,374,Muertos,Primera,"Ringhini, Mr. Sante",Hombre,22,0,0,PC 17760,135.6333,Cherbourg,Adultos, Mr
374,375,Muertos,Tercera,"Palsson, Miss. Stina Viola",Mujer,3,3,1,349909,21.075,Southamptom,Jóvenes, Miss
375,376,Vivos,Primera,"Meyer, Mrs. Edgar Joseph (Leila Saks)",Mujer,29,1,0,PC 17604,82.1708,Cherbourg,Adultos, Mrs
376,377,Vivos,Tercera,"Landergren, Miss. Aurora Adelia",Mujer,22,0,0,C 7077,7.25,Southamptom,Adultos, Miss
377,378,Muertos,Primera,"Widener, Mr. Harry Elkins",Hombre,27,0,2,113503,211.5,Cherbourg,Adultos, Mr
378,379,Muertos,Tercera,"Betros, Mr. Tannous",Hombre,20,0,0,2648,4.0125,Cherbourg,Adultos, Mr
379,380,Muertos,Tercera,"Gustafsson, Mr. Karl Gideon",Hombre,19,0,0,347069,7.775,Southamptom,Adultos, Mr
380,381,Vivos,Primera,"Bidois, Miss. Rosalie",Mujer,42,0,0,PC 17757,227.525,Cherbourg,Adultos, Miss
381,382,Vivos,Tercera,"Nakid, Miss. Maria (""Mary"")",Mujer,1,0,2,2653,15.7417,Cherbourg,Jóvenes, Miss
382,383,Muertos,Tercera,"Tikkanen, Mr. Juho",Hombre,32,0,0,STON/O 2. 3101293,7.925,Southamptom,Adultos, Mr
383,384,Vivos,Primera,"Holverson, Mrs. Alexander Oskar (Mary Aline Towner)",Mujer,35,1,0,113789,52.0,Southamptom,Adultos, Mrs
384,385,Muertos,Tercera,"Plotcharsky, Mr. Vasil",Hombre,29,0,0,349227,7.8958,Southamptom,Adultos, Mr
385,386,Muertos,Segunda,"Davies, Mr. Charles Henry",Hombre,18,0,0,S.O.C. 14879,73.5,Southamptom,Adultos, Mr
386,387,Muertos,Tercera,"Goodwin, Master. Sidney Leonard",Hombre,1,5,2,CA 2144,46.9,Southamptom,Jóvenes, Master
387,388,Vivos,Segunda,"Buss, Miss. Kate",Mujer,36,0,0,27849,13.0,Southamptom,Adultos, Miss
388,389,Muertos,Tercera,"Sadlier, Mr. Matthew",Hombre,29,0,0,367655,7.7292,Queenstown,Adultos, Mr
389,390,Vivos,Segunda,"Lehmann, Miss. Bertha",Mujer,17,0,0,SC 1748,12.0,Cherbourg,Adultos, Miss
390,391,Vivos,Primera,"Carter, Mr. William Ernest",Hombre,36,1,2,113760,120.0,Southamptom,Adultos, Mr
391,392,Vivos,Tercera,"Jansson, Mr. Carl Olof",Hombre,21,0,0,350034,7.7958,Southamptom,Adultos, Mr
392,393,Muertos,Tercera,"Gustafsson, Mr. Johan Birger",Hombre,28,2,0,3101277,7.925,Southamptom,Adultos, Mr
393,394,Vivos,Primera,"Newell, Miss. Marjorie",Mujer,23,1,0,35273,113.275,Cherbourg,Adultos, Miss
394,395,Vivos,Tercera,"Sandstrom, Mrs. Hjalmar (Agnes Charlotta Bengtsson)",Mujer,24,0,2,PP 9549,16.7,Southamptom,Adultos, Mrs
395,396,Muertos,Tercera,"Johansson, Mr. Erik",Hombre,22,0,0,350052,7.7958,Southamptom,Adultos, Mr
396,397,Muertos,Tercera,"Olsson, Miss. Elina",Mujer,31,0,0,350407,7.8542,Southamptom,Adultos, Miss
397,398,Muertos,Segunda,"McKane, Mr. Peter David",Hombre,46,0,0,28403,26.0,Southamptom,Adultos, Mr
398,399,Muertos,Segunda,"Pain, Dr. Alfred",Hombre,23,0,0,244278,10.5,Southamptom,Adultos, Dr
399,400,Vivos,Segunda,"Trout, Mrs. William H (Jessie L)",Mujer,28,0,0,240929,12.65,Southamptom,Adultos, Mrs
400,401,Vivos,Tercera,"Niskanen, Mr. Juha",Hombre,39,0,0,STON/O 2. 3101289,7.925,Southamptom,Adultos, Mr
401,402,Muertos,Tercera,"Adams, Mr. John",Hombre,26,0,0,341826,8.05,Southamptom,Adultos, Mr
402,403,Muertos,Tercera,"Jussila, Miss. Mari Aina",Mujer,21,1,0,4137,9.825,Southamptom,Adultos, Miss
403,404,Muertos,Tercera,"Hakkarainen, Mr. Pekka Pietari",Hombre,28,1,0,STON/O2. 3101279,15.85,Southamptom,Adultos, Mr
404,405,Muertos,Tercera,"Oreskovic, Miss. Marija",Mujer,20,0,0,315096,8.6625,Southamptom,Adultos, Miss
405,406,Muertos,Segunda,"Gale, Mr. Shadrach",Hombre,34,1,0,28664,21.0,Southamptom,Adultos, Mr
406,407,Muertos,Tercera,"Widegren, Mr. Carl/Charles Peter",Hombre,51,0,0,347064,7.75,Southamptom,Mayores, Mr
407,408,Vivos,Segunda,"Richards, Master. William Rowe",Hombre,3,1,1,29106,18.75,Southamptom,Jóvenes, Master
408,409,Muertos,Tercera,"Birkeland, Mr. Hans Martin Monsen",Hombre,21,0,0,312992,7.775,Southamptom,Adultos, Mr
